produto;fornecedor;produto_nome;categoria;sub_categoria
A:(B1'C%[NJW43PSSAZ//!;Fornecedor 150;Produto 9263;Categoria 3;Subcategoria C3.3
H=IQ9?SVJ+)3%A?I(`Y3F);Fornecedor 218;Produto 9264;Categoria 7;Subcategoria C7.1
HO!T<JT\+&)S8+E!@&GL]&;Fornecedor 278;Produto 9265;Categoria 7;Subcategoria C7.1
D,6H6>G$T!*G2]+^85O`I!;Fornecedor 6;Produto 9266;Categoria 1;Subcategoria C1.1
D,F,'A#S9-=G29EUQ5`A,-;Fornecedor 6;Produto 9267;Categoria 1;Subcategoria C1.1
G-AEW[>827ZR[(0_B>0$D$;Fornecedor 13;Produto 9268;Categoria 1;Subcategoria C1.1
"GS634H>\""0W29=/%"">^\X#";Fornecedor 13;Produto 9269;Categoria 1;Subcategoria C1.1
"FK2S]L""`(OUH:E]<""0'R3,";Fornecedor 198;Produto 9270;Categoria 5;Subcategoria C5.3
FG9\O3SN(R^H56@P<415X!;Fornecedor 198;Produto 9271;Categoria 5;Subcategoria C5.3
"GF>2FH0(;@Z8J=;6CS4M++";Fornecedor 144;Produto 9272;Categoria 3;Subcategoria C3.3
K1\>*G=FW*9TZ`EPF>14W-;Fornecedor 142;Produto 9273;Categoria 3;Subcategoria C3.3
K%A)&G:`I!,T1G94:T-DN*;Fornecedor 149;Produto 9274;Categoria 3;Subcategoria C3.3
K#C8^'UJ2OY4UV9&F#10##;Fornecedor 198;Produto 9275;Categoria 5;Subcategoria C5.3
"K##0=""]-'834U^F7T""O-1""";Fornecedor 198;Produto 9276;Categoria 5;Subcategoria C5.3
HXAS':O^$.:J*L-/!(J:3.;Fornecedor 198;Produto 9277;Categoria 5;Subcategoria C5.3
"G1]7.VW""(]A;6""1ET57Z\+";Fornecedor 145;Produto 9278;Categoria 3;Subcategoria C3.3
GO(W@06.F$K[XGF90R6$S/;Fornecedor 148;Produto 9279;Categoria 3;Subcategoria C3.3
GBU=$\\Q2NJ8!\!I(*S?^#;Fornecedor 144;Produto 9280;Categoria 3;Subcategoria C3.3
GB5FE!U.>7Z8!4I<S'-X>&;Fornecedor 144;Produto 9281;Categoria 3;Subcategoria C3.3
"G$""&]PX%D8TX,)<0$TFTV+";Fornecedor 144;Produto 9282;Categoria 3;Subcategoria C3.3
G$RA,N<7^,AX,EU'=TWU/,;Fornecedor 144;Produto 9283;Categoria 3;Subcategoria C3.3
H:6EW*!M]&'*6#N)B27!6$;Fornecedor 198;Produto 9284;Categoria 5;Subcategoria C5.3
N/GWFB)YO\PG/$G^81T@:%;Fornecedor 159;Produto 9285;Categoria 7;Subcategoria C7.1
"CI$E.G*;$V`RJ]G8]`-;6+";Fornecedor 219;Produto 9286;Categoria 5;Subcategoria C5.3
"FG!&G/))P`AH5P`E>S&""5#";Fornecedor 198;Produto 9287;Categoria 5;Subcategoria C5.3
"E*F'0;B,RUOI00`,#+!]?""";Fornecedor 270;Produto 9288;Categoria 7;Subcategoria C7.1
"B@""L_Y<<07M@>PEG@E(T,*";Fornecedor 198;Produto 9289;Categoria 5;Subcategoria C5.3
AX[Y82GQI$A7@T6!Z,A(<%;Fornecedor 150;Produto 9290;Categoria 3;Subcategoria C3.3
F)&<'#WE.%B(AK'IF]BG^(;Fornecedor 198;Produto 9291;Categoria 5;Subcategoria C5.3
E^2$D<M=72LIG$51\]=3M#;Fornecedor 103;Produto 9292;Categoria 7;Subcategoria C7.1
F)6OUZB:=0_(A/NQ-]1FE(;Fornecedor 198;Produto 9293;Categoria 5;Subcategoria C5.3
"C^<<7.KE""G2>V&;\_B&%R""";Fornecedor 198;Produto 9294;Categoria 5;Subcategoria C5.3
"HH]""%^`81J9JN26V`V(O9'";Fornecedor 198;Produto 9295;Categoria 5;Subcategoria C5.3
"O7T**;1=DCIH0P9-8/+#='";Fornecedor 102;Produto 9296;Categoria 7;Subcategoria C7.1
OYX/H#/`KGS(<[ZR\7C#90;Fornecedor 102;Produto 9297;Categoria 7;Subcategoria C7.1
OY8''^6C@0-(<#($+7!!G/;Fornecedor 218;Produto 9298;Categoria 7;Subcategoria C7.1
IY.9WF)G1&3*G2(<W-O#R!;Fornecedor 198;Produto 9299;Categoria 5;Subcategoria C5.3
N9/AYBU]:$FVH+B'T5<:C-;Fornecedor 198;Produto 9300;Categoria 5;Subcategoria C5.3
KPRX_7U7)B3__16V-MBF**;Fornecedor 198;Produto 9301;Categoria 5;Subcategoria C5.3
L0[WB7NG2\2THW(B3=]B2&;Fornecedor 198;Produto 9302;Categoria 5;Subcategoria C5.3
P#L.5]-'%`350G2Y8`5]*.;Fornecedor 123;Produto 9303;Categoria 1;Subcategoria C1.1
"HI(/E-]-;H:1_]Y=BLV4Y*";Fornecedor 198;Produto 9304;Categoria 5;Subcategoria C5.3
HI811ZX(3%K1_A@F)LE3@*;Fornecedor 198;Produto 9305;Categoria 5;Subcategoria C5.3
"H'\FL8!Z)^0QSP?VF""#``""";Fornecedor 198;Produto 9306;Categoria 5;Subcategoria C5.3
"CQV%QZYJ)?GR8BV3/J@SN""";Fornecedor 305;Produto 9307;Categoria 5;Subcategoria C5.3
PEPDUP[CC$4U$L+V0VY7A(;Fornecedor 123;Produto 9308;Categoria 1;Subcategoria C1.1
"P'UZ5DI`!)45YP$S(L=RW""";Fornecedor 273;Produto 9309;Categoria 1;Subcategoria C1.1
FNCIBS1IQQVKTOZQN%$PW);Fornecedor 230;Produto 9310;Categoria 1;Subcategoria C1.1
"JG;B7%Z*#@0V)E5U&.?@`0";Fornecedor 2;Produto 9311;Categoria 1;Subcategoria C1.1
"P)Y!)A()LK<UEZ_%UC;S9(";Fornecedor 221;Produto 9312;Categoria 1;Subcategoria C1.1
FN[?KW[.*C3KTET>)E*>M+;Fornecedor 230;Produto 9313;Categoria 1;Subcategoria C1.1
J)`O6SO*6-J6^A!AP$E=2';Fornecedor 2;Produto 9314;Categoria 1;Subcategoria C1.1
"M08QM_1:R\OKJ1#Y7AOW9""";Fornecedor 2;Produto 9315;Categoria 1;Subcategoria C1.1
"PKM$[<*Q[265:C?+49N,7""";Fornecedor 123;Produto 9316;Categoria 1;Subcategoria C1.1
M0@#&!@1EBYKJC6=+!'GH$;Fornecedor 2;Produto 9317;Categoria 1;Subcategoria C1.1
HZGEEOR1X7I*+5IHH'=R3!;Fornecedor 154;Produto 9318;Categoria 3;Subcategoria C3.3
HZ/O<K(L?F,*++C5#GC@)#;Fornecedor 154;Produto 9319;Categoria 3;Subcategoria C3.3
"H8[%.`N:R$&J_KU)4=8<"")";Fornecedor 154;Produto 9320;Categoria 3;Subcategoria C3.3
MRT]6WI<IR,+?$I1<W[BA*;Fornecedor 273;Produto 9321;Categoria 1;Subcategoria C1.1
P18&CVE:#``(I8G2AQ_[U&;Fornecedor 198;Produto 9322;Categoria 5;Subcategoria C5.3
P=NPDE@?/^FURT`Y)?[.7$;Fornecedor 221;Produto 9323;Categoria 1;Subcategoria C1.1
FJW\H+(#A(A\33`QZKJL\';Fornecedor 198;Produto 9324;Categoria 5;Subcategoria C5.3
"FFVB`EZ`6EJ\J;A<^?ZF>%";Fornecedor 198;Produto 9325;Categoria 5;Subcategoria C5.3
"F`@?)53M?@M<:;#`UZAVC#";Fornecedor 198;Produto 9326;Categoria 5;Subcategoria C5.3
"HNL8""UG(VE""*B3$`&;S:K0";Fornecedor 142;Produto 9327;Categoria 3;Subcategoria C3.3
"PAW<E,\8,'GU;^RSY*#D-$";Fornecedor 123;Produto 9328;Categoria 1;Subcategoria C1.1
M=VHL0ECV3+5.4NC3Y<RI+;Fornecedor 198;Produto 9329;Categoria 5;Subcategoria C5.3
O(V5U.PX:X3)31$B>@/6'.;Fornecedor 198;Produto 9330;Categoria 5;Subcategoria C5.3
"OJ2B>&([1NPI>""%2!*RIF%";Fornecedor 198;Produto 9331;Categoria 5;Subcategoria C5.3
OQF(I`'')6I(*8\<`!8>C(;Fornecedor 223;Produto 9332;Categoria 7;Subcategoria C7.1
"GAQL!5""7A^>;Z,`4;$E-J$";Fornecedor 144;Produto 9333;Categoria 3;Subcategoria C3.3
OQ>V0_Y/6P?(*J/!TAO-R*;Fornecedor 223;Produto 9334;Categoria 7;Subcategoria C7.1
PF[_!PRH#T5?,%50F]ZC</;Fornecedor 60;Produto 9335;Categoria 7;Subcategoria C7.1
M9]/:AU>(H15)5K9*\BP@$;Fornecedor 198;Produto 9336;Categoria 5;Subcategoria C5.3
PBJ!I')X3%,?C-VZIQ*>^,;Fornecedor 60;Produto 9337;Categoria 7;Subcategoria C7.1
"O`C]S`X%AF3)EDH5^W>@J""";Fornecedor 198;Produto 9338;Categoria 5;Subcategoria C5.3
B-\YQ'@JD],RTRBV!\ZNE0;Fornecedor 225;Produto 9339;Categoria 7;Subcategoria C7.1
OE3%]!38N@\(I9BOX2R=]+;Fornecedor 226;Produto 9340;Categoria 7;Subcategoria C7.1
"N'?CI4O>#.B>?`4;I?""0&/";Fornecedor 267;Produto 9341;Categoria 7;Subcategoria C7.1
"O$X4FE>F0[T_KC%%QN""[+""";Fornecedor 198;Produto 9342;Categoria 5;Subcategoria C5.3
JLZT2/&TXS4QF>AN$^`5G.;Fornecedor 144;Produto 9343;Categoria 3;Subcategoria C3.3
JLJAD7:_I6.QF:OJ6[)MN0;Fornecedor 144;Produto 9344;Categoria 3;Subcategoria C3.3
LU*1R#9ZCE*?,'A'[R\!Q(;Fornecedor 198;Produto 9345;Categoria 5;Subcategoria C5.3
"JH!M""K&IAVGQ]X5][1H?A)";Fornecedor 144;Produto 9346;Categoria 3;Subcategoria C3.3
"OB[0>S^`D<^?R-V9\;-/4#";Fornecedor 198;Produto 9347;Categoria 5;Subcategoria C5.3
H0!33KQ3ZU5JMRQ+VD^^[%;Fornecedor 154;Produto 9348;Categoria 3;Subcategoria C3.3
A:,=T'/#6O531-.7?'>,E0;Fornecedor 228;Produto 9349;Categoria 1;Subcategoria C1.1
"H0QNBH5E4J""JM.+#/E/`4&";Fornecedor 154;Produto 9350;Categoria 3;Subcategoria C3.3
"P+;VI`-2*?C@7%(Z4A&L]'";Fornecedor 155;Produto 9351;Categoria 1;Subcategoria C1.1
"PIF$Z/\C1FV`B4;CGL5U[)";Fornecedor 155;Produto 9352;Categoria 1;Subcategoria C1.1
"A2*IC\S^!IH3_5#;8P?CD'";Fornecedor 121;Produto 9353;Categoria 1;Subcategoria C1.1
KK#S+>QVB.S4Z^SA(NYXB/;Fornecedor 118;Produto 9354;Categoria 1;Subcategoria C1.1
KQ`!/_/*DNHT/NZE]1004%;Fornecedor 19;Produto 9355;Categoria 1;Subcategoria C1.1
"K/$^&-PDX/R4;[4-Y[#E,-";Fornecedor 19;Produto 9356;Categoria 1;Subcategoria C1.1
B8.*V<15@W#687Z*!9=GV.;Fornecedor 229;Produto 9357;Categoria 1;Subcategoria C1.1
"G1?UKG=)5_046D9:#]&ZT""";Fornecedor 229;Produto 9358;Categoria 1;Subcategoria C1.1
GSSO\=G49/DT*%L.4S[UM(;Fornecedor 7;Produto 9359;Categoria 1;Subcategoria C1.1
"JP-(HC=.J[]^N;!>(A>%+.";Fornecedor 113;Produto 9360;Categoria 1;Subcategoria C1.1
J2RFI<#(47D>CH'L.6@=O';Fornecedor 113;Produto 9361;Categoria 1;Subcategoria C1.1
"NZ-F')S/;G5^NWK*CE872/";Fornecedor 17;Produto 9362;Categoria 1;Subcategoria C1.1
"K<*WWK*U==JQ,,Q#F?0M;'";Fornecedor 156;Produto 9363;Categoria 1;Subcategoria C1.1
P/DBJGI+'HC@`.ZS$-.!T';Fornecedor 156;Produto 9364;Categoria 1;Subcategoria C1.1
"G58.^6-.#K*4_1R<:H]-2""";Fornecedor 7;Produto 9365;Categoria 1;Subcategoria C1.1
"N<2\G\@LYK5>C\D';;\QH)";Fornecedor 85;Produto 9366;Categoria 1;Subcategoria C1.1
"L?'JH-8@F""NW""*3(.28>$#";Fornecedor 84;Produto 9367;Categoria 1;Subcategoria C1.1
"J2""+:??VYBW>C$ACG6Q>((";Fornecedor 113;Produto 9368;Categoria 1;Subcategoria C1.1
JT.B0)K0T>T^73@S$M.+I0;Fornecedor 113;Produto 9369;Categoria 1;Subcategoria C1.1
"JT>&!,'_9J'^7OYJ=M?,""!";Fornecedor 113;Produto 9370;Categoria 1;Subcategoria C1.1
PIF5\:L=H4#`BDU%$K10.-;Fornecedor 156;Produto 9371;Categoria 1;Subcategoria C1.1
P/T7=UUS#B#@`R@\K,]?1,;Fornecedor 156;Produto 9372;Categoria 1;Subcategoria C1.1
"J6#E""%MX#&N>,\_XCBADF*";Fornecedor 113;Produto 9373;Categoria 1;Subcategoria C1.1
"N^N(1TXNPAR^7_D""\O$X""%";Fornecedor 220;Produto 9374;Categoria 1;Subcategoria C1.1
PW#YB330#`<EK'K&%D`UY/;Fornecedor 145;Produto 9375;Categoria 3;Subcategoria C3.3
"P5_B""@ESD[<%@,D#]9D00*";Fornecedor 151;Produto 9376;Categoria 3;Subcategoria C3.3
"N@##BJ""ZTQ%>,@WV,FY3R/";Fornecedor 221;Produto 9377;Categoria 1;Subcategoria C1.1
"G9AZ^]H'`S*4H;D6*4%#_&";Fornecedor 7;Produto 9378;Categoria 1;Subcategoria C1.1
"G[MBWRD;1>4T<RPWUI`LM.";Fornecedor 7;Produto 9379;Categoria 1;Subcategoria C1.1
"ND4PX'\P-R"">USO#BRZ:I""";Fornecedor 17;Produto 9380;Categoria 1;Subcategoria C1.1
"G="",&>^L^_:413#L&@U(=)";Fornecedor 7;Produto 9381;Categoria 1;Subcategoria C1.1
"JZ3#LK7;H2*>M4Z;MP\1I(";Fornecedor 113;Produto 9382;Categoria 1;Subcategoria C1.1
"B/D?!75!9NG7]KD<;15G*0";Fornecedor 68;Produto 9383;Categoria 3;Subcategoria C3.3
"PSRZ)KI?313E""LEHA8AQT-";Fornecedor 144;Produto 9384;Categoria 3;Subcategoria C3.3
JZ[=ER=OFAC>MN:1O/R^%*;Fornecedor 113;Produto 9385;Categoria 1;Subcategoria C1.1
J<H]\AAFLT&^AU,0^FQ-B.;Fornecedor 113;Produto 9386;Categoria 1;Subcategoria C1.1
J<`S%F+,%FC^AS3.G%69<$;Fornecedor 113;Produto 9387;Categoria 1;Subcategoria C1.1
"N&IJ)^%\1""6^I4""XRHO6B(";Fornecedor 118;Produto 9388;Categoria 1;Subcategoria C1.1
N&Q\A_3S$H?^IF5<F('&Q*;Fornecedor 118;Produto 9389;Categoria 1;Subcategoria C1.1
A+V)+18AF4DE2@``OEG9C/;Fornecedor 320;Produto 9390;Categoria 5;Subcategoria C5.3
N&)SJ#^8=9\^I</)!H-TF,;Fornecedor 118;Produto 9391;Categoria 1;Subcategoria C1.1
"G_.T^2Z`/JDT%B""\CV2U]!";Fornecedor 7;Produto 9392;Categoria 1;Subcategoria C1.1
G!+I9.+2'5Z4R9JJ<.Y&1%;Fornecedor 7;Produto 9393;Categoria 1;Subcategoria C1.1
"G![SF`^I*;:4R-K5@,D@*(";Fornecedor 121;Produto 9394;Categoria 1;Subcategoria C1.1
"N&9U6PY35V,^I(#CVF:P;+";Fornecedor 118;Produto 9395;Categoria 1;Subcategoria C1.1
N(E?DY6-)MK>6,JFK`5HU+;Fornecedor 118;Produto 9396;Categoria 1;Subcategoria C1.1
N(-Z=`<A'\$>6F*<M?+52-;Fornecedor 118;Produto 9397;Categoria 1;Subcategoria C1.1
"GC_:)_<`_-GTF""*P[#,@./";Fornecedor 121;Produto 9398;Categoria 1;Subcategoria C1.1
K?0:%[48!Q84_C6V/,^-/%;Fornecedor 115;Produto 9399;Categoria 1;Subcategoria C1.1
ACTDG\+Q&PNE<P9YU_RL-+;Fornecedor 17;Produto 9400;Categoria 5;Subcategoria C5.3
"K!]Y<J8/'$\TSR5&MB;ZO-";Fornecedor 115;Produto 9401;Categoria 1;Subcategoria C1.1
GC?CJ$5=+WVTF*7!*#J=<.;Fornecedor 113;Produto 9402;Categoria 1;Subcategoria C1.1
N(5JQK*E,S+>6`J1O^`!O.;Fornecedor 118;Produto 9403;Categoria 1;Subcategoria C1.1
BH:FT*V(I8J6\')%FHUM]*;Fornecedor 229;Produto 9404;Categoria 1;Subcategoria C1.1
J*`T$^C^WM'>1=P)]]NP0';Fornecedor 113;Produto 9405;Categoria 1;Subcategoria C1.1
"ATV([KWU'\+SSL/\#&;M)$";Fornecedor 228;Produto 9406;Categoria 1;Subcategoria C1.1
K%6*.40WI8/T<H[92-PK1!;Fornecedor 115;Produto 9407;Categoria 1;Subcategoria C1.1
AT&MKN3DM'?SS(IS<&L.L/;Fornecedor 228;Produto 9408;Categoria 1;Subcategoria C1.1
"K65E?[\=_SU_PEZ;:W_IK-";Fornecedor 289;Produto 9409;Categoria 1;Subcategoria C1.1
I-RB[>I7DHP`6I#'2GXCQ*;Fornecedor 110;Produto 9410;Categoria 1;Subcategoria C1.1
"O5""UK4;608?!&P)A""'=I7%";Fornecedor 118;Produto 9411;Categoria 1;Subcategoria C1.1
OWNV':_`#:%AZ^(Q?=Z5X-;Fornecedor 118;Produto 9412;Categoria 1;Subcategoria C1.1
"FR)CF-)<,]""+3*]:O""%%0/";Fornecedor 2;Produto 9413;Categoria 1;Subcategoria C1.1
"FRY/X5=G]QE+3NCC6""T#W.";Fornecedor 2;Produto 9414;Categoria 1;Subcategoria C1.1
"FR)2D""9BU.V+3:7]+!!`K-";Fornecedor 2;Produto 9415;Categoria 1;Subcategoria C1.1
F4N!H&O5VJ2K'7#IUW&=T(;Fornecedor 2;Produto 9416;Categoria 1;Subcategoria C1.1
"FXFZ*T?,9T>KHY#?DF;<!%";Fornecedor 2;Produto 9417;Categoria 1;Subcategoria C1.1
"AP'`AP+,2/*(L""=/7_HO&0";Fornecedor 230;Produto 9418;Categoria 1;Subcategoria C1.1
"JY;_37!EBII6:[XYP5&),.";Fornecedor 110;Produto 9419;Categoria 1;Subcategoria C1.1
DJ<*O+*O(K'[GG'N^)8S+(;Fornecedor 269;Produto 9420;Categoria 5;Subcategoria C5.3
DJ,F^(N`B?T[G[34)++W6);Fornecedor 269;Produto 9421;Categoria 5;Subcategoria C5.3
"DJTOU$$;*N7[G-GX\JB&O&";Fornecedor 157;Produto 9422;Categoria 5;Subcategoria C5.3
"D(XKM2DU>/A;<DS9H`=04#";Fornecedor 157;Produto 9423;Categoria 5;Subcategoria C5.3
"AXQ.L""MDD2G(^3(!@U<%D*";Fornecedor 118;Produto 9424;Categoria 1;Subcategoria C1.1
"NQ'JL)`,*+3=^*3)96""`(0";Fornecedor 13;Produto 9425;Categoria 1;Subcategoria C1.1
I>DE\@&M8-4MUQ80XW+W^,;Fornecedor 118;Produto 9426;Categoria 1;Subcategoria C1.1
"DF;P&F\L^'1[B.DNSMH$F/";Fornecedor 122;Produto 9427;Categoria 5;Subcategoria C5.3
"DF3>NDNU+B'[B$>;.-OR;!";Fornecedor 122;Produto 9428;Categoria 5;Subcategoria C5.3
"I>L50,TP=$;MU+Y%Z6!D;.";Fornecedor 118;Produto 9429;Categoria 1;Subcategoria C1.1
I`X.+,@^%O:-J2K$)N`2N';Fornecedor 118;Produto 9430;Categoria 1;Subcategoria C1.1
"I`87L18;1&!-J:X57M>0\&";Fornecedor 118;Produto 9431;Categoria 1;Subcategoria C1.1
"IO;Z[<A8!$)5W._%P00E>""";Fornecedor 118;Produto 9432;Categoria 1;Subcategoria C1.1
"C<""7U`KYDO/766ZPBE0_S#";Fornecedor 232;Produto 9433;Categoria 1;Subcategoria C1.1
C<2[E#(H*[B76Z@Y)E_]:#;Fornecedor 232;Produto 9434;Categoria 1;Subcategoria C1.1
"C<*I-""ZP75976,T=]$7MI%";Fornecedor 232;Produto 9435;Categoria 1;Subcategoria C1.1
C<:-^$6?]@L76P:FD$&L0%;Fornecedor 232;Produto 9436;Categoria 1;Subcategoria C1.1
"C<RA""S?1HC&76BY%?GEEZ0";Fornecedor 232;Produto 9437;Categoria 1;Subcategoria C1.1
DG5*IGP2V2>@4Q=\&=5_Y(;Fornecedor 74;Produto 9438;Categoria 1;Subcategoria C1.1
"C.;YG-L-1,]W%4C2#?<:S'";Fornecedor 7;Produto 9439;Categoria 1;Subcategoria C1.1
"G0[)""XQPI2TV]2!6:T:C3!";Fornecedor 150;Produto 9440;Categoria 3;Subcategoria C3.3
G^2!*4T(U=>6MR7^*,ZH]%;Fornecedor 150;Produto 9441;Categoria 3;Subcategoria C3.3
"G^R)K9LE`T$6MZD/9+8&""*";Fornecedor 150;Produto 9442;Categoria 3;Subcategoria C3.3
"C*BQ7IL""Z.0W<N7AZR#DM""";Fornecedor 7;Produto 9443;Categoria 1;Subcategoria C1.1
CLN90>H6+Y97ZR\$]SU!P.;Fornecedor 69;Produto 9444;Categoria 1;Subcategoria C1.1
G<.KI@&L69>VXM>!366.G+;Fornecedor 150;Produto 9445;Categoria 3;Subcategoria C3.3
"M'YU""#E5\FH6NXXI@9H59*";Fornecedor 69;Produto 9446;Categoria 1;Subcategoria C1.1
M'9^C(=R'^.6N`%[N8&S=.;Fornecedor 69;Produto 9447;Categoria 1;Subcategoria C1.1
"A;PRQ+PA'<V5HQ>VZ$23?!";Fornecedor 13;Produto 9448;Categoria 1;Subcategoria C1.1
M+2&TL<]>[[67F1LW$?)M.;Fornecedor 69;Produto 9449;Categoria 1;Subcategoria C1.1
"M+Z^H="">O)I67\649GM!^)";Fornecedor 69;Produto 9450;Categoria 1;Subcategoria C1.1
"MI5""LZ\7S<%V+9W$\:KTT&";Fornecedor 69;Produto 9451;Categoria 1;Subcategoria C1.1
"MI-P3YN@`V[V+K*IOZ""D#)";Fornecedor 69;Produto 9452;Categoria 1;Subcategoria C1.1
M/#\K/.1#3?6`5CPE1Q1]!;Fornecedor 8;Produto 9453;Categoria 1;Subcategoria C1.1
M/C$-5&N.J%6`=P!T0//+!;Fornecedor 19;Produto 9454;Categoria 1;Subcategoria C1.1
N[1SC'<1!KFMFH$G-M`(4(;Fornecedor 76;Produto 9455;Categoria 1;Subcategoria C1.1
K*3?ZVX#G9-VS@8?X+7V6#;Fornecedor 13;Produto 9456;Categoria 1;Subcategoria C1.1
M7EX=@ARBPR62-NLLHO:'&;Fornecedor 8;Produto 9457;Categoria 1;Subcategoria C1.1
MMN2=DT_5Q8VT&0'3&BH(+;Fornecedor 14;Produto 9458;Categoria 1;Subcategoria C1.1
"K.D=3?BT6(7V<@$&#7EY""%";Fornecedor 7;Produto 9459;Categoria 1;Subcategoria C1.1
M34Z$XW!S!I6I5/7P<_4I#;Fornecedor 14;Produto 9460;Categoria 1;Subcategoria C1.1
MQ7V\%8<'CRV=(UOTR+`P+;Fornecedor 8;Produto 9461;Categoria 1;Subcategoria C1.1
K2EW[$PV@K-V%T\28CF`Y';Fornecedor 19;Produto 9462;Categoria 1;Subcategoria C1.1
K2%`<*H3L4=V%\)DFB$^'';Fornecedor 156;Produto 9463;Categoria 1;Subcategoria C1.1
"MU(;R=9V4Z?V&PYB4`_J\*";Fornecedor 8;Produto 9464;Categoria 1;Subcategoria C1.1
MUX8&Q=[<=/V&L'?F](BZ!;Fornecedor 8;Produto 9465;Categoria 1;Subcategoria C1.1
"CA+(DR[F#9M,S;[Q_81@6&";Fornecedor 72;Produto 9466;Categoria 1;Subcategoria C1.1
CA#V+QMO0SC,SM.6SXHON#;Fornecedor 72;Produto 9467;Categoria 1;Subcategoria C1.1
C_6GV,:RA.-LG4U9[,@4F#;Fornecedor 72;Produto 9468;Categoria 1;Subcategoria C1.1
"C_F+G/V@'L)LGX;BB,/3-#";Fornecedor 72;Produto 9469;Categoria 1;Subcategoria C1.1
C_>Y..HI4T6LG*O&6LFBE0;Fornecedor 72;Produto 9470;Categoria 1;Subcategoria C1.1
"CG(O]6`45X9*'UV%![QV9""";Fornecedor 13;Produto 9471;Categoria 1;Subcategoria C1.1
"C_VO722/MW<LG<""K),^1T""";Fornecedor 72;Produto 9472;Categoria 1;Subcategoria C1.1
C_^?K]_2RNCLGR'3KN,*%.;Fornecedor 8;Produto 9473;Categoria 1;Subcategoria C1.1
CEL[OHQ_O3`,</H#.B*][*;Fornecedor 19;Produto 9474;Categoria 1;Subcategoria C1.1
F5CG0BBH>>\A1C=&GGKY:);Fornecedor 76;Produto 9475;Categoria 1;Subcategoria C1.1
C+'CL7DZ[5V[[9U\OKP_9$;Fornecedor 158;Produto 9476;Categoria 3;Subcategoria C3.3
"F[00.L#H74@!&0O/T?U;:,";Fornecedor 115;Produto 9477;Categoria 1;Subcategoria C1.1
"F94=(%4\""V?AZ2O*5T]AT'";Fornecedor 115;Produto 9478;Categoria 1;Subcategoria C1.1
"C#(,LD;,OWCL0\Y,;:4_Q""";Fornecedor 69;Produto 9479;Categoria 1;Subcategoria C1.1
"CI]Y(1;P?""*,%''9*NZ"":-";Fornecedor 69;Produto 9480;Categoria 1;Subcategoria C1.1
CIE#`,Q*'1M,%UST6.CS!0;Fornecedor 69;Produto 9481;Categoria 1;Subcategoria C1.1
"F9TEI*,9.-&AZ:\;CS;_X+";Fornecedor 115;Produto 9482;Categoria 1;Subcategoria C1.1
F9,ZMX5+Y/@AZ4H,L59VP&;Fornecedor 121;Produto 9483;Categoria 1;Subcategoria C1.1
"C;].LD)7$IL*,\&A8W)VP(";Fornecedor 156;Produto 9484;Categoria 1;Subcategoria C1.1
F_IQ!AK)1II!O-BTG)HJ`#;Fornecedor 2;Produto 9485;Categoria 1;Subcategoria C1.1
F_Y5RC'XVT\!OQ(].)7IG#;Fornecedor 2;Produto 9486;Categoria 1;Subcategoria C1.1
F_)ZBFCF<`/!O5O%V(&H.#;Fornecedor 2;Produto 9487;Categoria 1;Subcategoria C1.1
F_A.G4M8'#J!O'.EPKEAX.;Fornecedor 156;Produto 9488;Categoria 1;Subcategoria C1.1
"F##""S*CQS]\!8[ZV^T>>4(";Fornecedor 72;Produto 9489;Categoria 1;Subcategoria C1.1
"C'.;<SDOD8)[V:RRFNV]0-";Fornecedor 148;Produto 9490;Categoria 3;Subcategoria C3.3
CDV@_?*-1!5:MT1CRNJLO';Fornecedor 148;Produto 9491;Categoria 3;Subcategoria C3.3
"CD>JV;@GX/X:M^7V7/D>P*";Fornecedor 148;Produto 9492;Categoria 3;Subcategoria C3.3
"C?V6\()B;F9*UA22ACB,`(";Fornecedor 19;Produto 9493;Categoria 1;Subcategoria C1.1
I]8712],^06Z[!<.3O8#E(;Fornecedor 144;Produto 9494;Categoria 3;Subcategoria C3.3
I]H,$@)UZ*VZ[U<Y6M#=>+;Fornecedor 144;Produto 9495;Categoria 3;Subcategoria C3.3
"I;4!Q>/P?,6:"":Y^J\+H>'";Fornecedor 144;Produto 9496;Categoria 3;Subcategoria C3.3
F#3FC-_?9)0!8?A_ET-=[';Fornecedor 72;Produto 9497;Categoria 1;Subcategoria C1.1
F#CH/ZZ:1F@!8C3#4W$F]0;Fornecedor 72;Produto 9498;Categoria 1;Subcategoria C1.1
F'LE2L&.EO6!!]??@A(V\(;Fornecedor 13;Produto 9499;Categoria 1;Subcategoria C1.1
"F'L40A64.O@!!M%]#C,;J%";Fornecedor 118;Produto 9500;Categoria 1;Subcategoria C1.1
"C"":46HR*:+XZS6UFO<7#J)";Fornecedor 148;Produto 9501;Categoria 3;Subcategoria C3.3
"C?N$D'[JH`/*U?90*""'8Z.";Fornecedor 155;Produto 9502;Categoria 1;Subcategoria C1.1
"C5XM0""=,0CMJVZLXOS;OP0";Fornecedor 155;Produto 9503;Categoria 1;Subcategoria C1.1
FEOA*ZFHY0@AUO%XDW4A$!;Fornecedor 118;Produto 9504;Categoria 1;Subcategoria C1.1
"C!Q#X,._7AM;4#^>0O7:Z(";Fornecedor 148;Produto 9505;Categoria 3;Subcategoria C3.3
